GENERIC NAME,DrugBank,KEGG,PubChem,Drugs.com
Penbutolol,https://www.drugbank.ca/drugs/DB01359,http://www.genome.jp/dbget-bin/www_bget?dr:D00602,https://pubchem.ncbi.nlm.nih.gov/substance/46504929#section=Top,http://www.drugs.com/cdi/penbutolol.html
Iohexol,https://www.drugbank.ca/drugs/DB01362,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/46506178#section=Top,
Ephedrine,https://www.drugbank.ca/drugs/DB01364,http://www.genome.jp/dbget-bin/www_bget?dr:D00124,https://pubchem.ncbi.nlm.nih.gov/substance/46507538#section=Top,http://www.drugs.com/ephedrine.html
Mephentermine,https://www.drugbank.ca/drugs/DB01365,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/46505918#section=Top,
Procaterol,https://www.drugbank.ca/drugs/DB01366,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/46507907#section=Top,
Rasagiline,https://www.drugbank.ca/drugs/DB01367,http://www.genome.jp/dbget-bin/www_bget?dr:D02562,https://pubchem.ncbi.nlm.nih.gov/substance/#section=Top,http://www.drugs.com/cdi/rasagiline.html
Quinupristin,https://www.drugbank.ca/drugs/DB01369,http://www.genome.jp/dbget-bin/www_bget?dr:D00852,https://pubchem.ncbi.nlm.nih.gov/substance/#section=Top,
Cortisone acetate,https://www.drugbank.ca/drugs/DB01380,http://www.genome.jp/dbget-bin/www_bget?dr:D00973,https://pubchem.ncbi.nlm.nih.gov/substance/46508852#section=Top,http://www.drugs.com/cdi/cortisone.html
Glycodiazine,https://www.drugbank.ca/drugs/DB01382,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/46507076#section=Top,
Paramethasone,https://www.drugbank.ca/drugs/DB01384,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/46504651#section=Top,
Sodium bicarbonate,https://www.drugbank.ca/drugs/DB01390,http://www.genome.jp/dbget-bin/www_bget?dr:D01203,https://pubchem.ncbi.nlm.nih.gov/substance/46507049#section=Top,http://www.drugs.com/cdi/sodium-bicarbonate.html
Yohimbine,https://www.drugbank.ca/drugs/DB01392,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/46504602#section=Top,http://www.drugs.com/cdi/yohimbine.html
Bezafibrate,https://www.drugbank.ca/drugs/DB01393,http://www.genome.jp/dbget-bin/www_bget?dr:D01366,https://pubchem.ncbi.nlm.nih.gov/substance/46509188#section=Top,
Colchicine,https://www.drugbank.ca/drugs/DB01394,http://www.genome.jp/dbget-bin/www_bget?dr:D00570,https://pubchem.ncbi.nlm.nih.gov/substance/46505639#section=Top,http://www.drugs.com/cdi/colchicine.html
Drospirenone,https://www.drugbank.ca/drugs/DB01395,http://www.genome.jp/dbget-bin/www_bget?dr:D03917,https://pubchem.ncbi.nlm.nih.gov/substance/46507653#section=Top,http://www.drugs.com/yaz.html
Digitoxin,https://www.drugbank.ca/drugs/DB01396,http://www.genome.jp/dbget-bin/www_bget?dr:D00297,https://pubchem.ncbi.nlm.nih.gov/substance/46506035#section=Top,
Magnesium salicylate,https://www.drugbank.ca/drugs/DB01397,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/46508713#section=Top,
Salsalate,https://www.drugbank.ca/drugs/DB01399,http://www.genome.jp/dbget-bin/www_bget?dr:D00428,https://pubchem.ncbi.nlm.nih.gov/substance/46506882#section=Top,http://www.drugs.com/cdi/salsalate.html
Neostigmine,https://www.drugbank.ca/drugs/DB01400,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/46509161#section=Top,http://www.drugs.com/cdi/neostigmine.html
Choline magnesium trisalicylate,https://www.drugbank.ca/drugs/DB01401,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/46505243#section=Top,
Methotrimeprazine,https://www.drugbank.ca/drugs/DB01403,http://www.genome.jp/dbget-bin/www_bget?dr:D00403,https://pubchem.ncbi.nlm.nih.gov/substance/46507223#section=Top,
Danazol,https://www.drugbank.ca/drugs/DB01406,http://www.genome.jp/dbget-bin/www_bget?dr:D00289,https://pubchem.ncbi.nlm.nih.gov/substance/46506475#section=Top,http://www.drugs.com/cdi/danazol.html
Clenbuterol,https://www.drugbank.ca/drugs/DB01407,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/46508373#section=Top,
Bambuterol,https://www.drugbank.ca/drugs/DB01408,http://www.genome.jp/dbget-bin/www_bget?dr:D07377,https://pubchem.ncbi.nlm.nih.gov/substance/46505785#section=Top,
Tiotropium,https://www.drugbank.ca/drugs/DB01409,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/#section=Top,http://www.drugs.com/cdi/tiotropium.html
Ciclesonide,https://www.drugbank.ca/drugs/DB01410,http://www.genome.jp/dbget-bin/www_bget?dr:D01703,https://pubchem.ncbi.nlm.nih.gov/substance/#section=Top,http://www.drugs.com/cdi/ciclesonide-spray.html
Pranlukast,https://www.drugbank.ca/drugs/DB01411,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/#section=Top,
Theobromine,https://www.drugbank.ca/drugs/DB01412,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/46508574#section=Top,
Cefepime,https://www.drugbank.ca/drugs/DB01413,http://www.genome.jp/dbget-bin/www_bget?dr:D02376,https://pubchem.ncbi.nlm.nih.gov/substance/46507919#section=Top,http://www.drugs.com/cdi/cefepime.html
Cefacetrile,https://www.drugbank.ca/drugs/DB01414,http://www.genome.jp/dbget-bin/www_bget?dr:D07629,https://pubchem.ncbi.nlm.nih.gov/substance/46504767#section=Top,
Ceftibuten,https://www.drugbank.ca/drugs/DB01415,http://www.genome.jp/dbget-bin/www_bget?dr:D00922,https://pubchem.ncbi.nlm.nih.gov/substance/46507324#section=Top,http://www.drugs.com/cdi/ceftibuten.html
Cefpodoxime,https://www.drugbank.ca/drugs/DB01416,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/46504897#section=Top,http://www.drugs.com/cdi/cefpodoxime.html
Acenocoumarol,https://www.drugbank.ca/drugs/DB01418,http://www.genome.jp/dbget-bin/www_bget?dr:D07064,https://pubchem.ncbi.nlm.nih.gov/substance/46507631#section=Top,
Antrafenine,https://www.drugbank.ca/drugs/DB01419,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/46507354#section=Top,
Testosterone Propionate,https://www.drugbank.ca/drugs/DB01420,http://www.genome.jp/dbget-bin/www_bget?dr:D00959,https://pubchem.ncbi.nlm.nih.gov/substance/46508693#section=Top,http://www.drugs.com/testosterone.html
Paromomycin,https://www.drugbank.ca/drugs/DB01421,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/46505391#section=Top,http://www.drugs.com/cdi/paromomycin.html
Nitroxoline,https://www.drugbank.ca/drugs/DB01422,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/46505497#section=Top,
Stepronin,https://www.drugbank.ca/drugs/DB01423,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/46507364#section=Top,
Aminophenazone,https://www.drugbank.ca/drugs/DB01424,http://www.genome.jp/dbget-bin/www_bget?dr:D00556,https://pubchem.ncbi.nlm.nih.gov/substance/46504975#section=Top,
Alizapride,https://www.drugbank.ca/drugs/DB01425,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/46505555#section=Top,
Ajmaline,https://www.drugbank.ca/drugs/DB01426,http://www.genome.jp/dbget-bin/www_bget?dr:D00199,https://pubchem.ncbi.nlm.nih.gov/substance/46506449#section=Top,
Amrinone,https://www.drugbank.ca/drugs/DB01427,http://www.genome.jp/dbget-bin/www_bget?dr:D00231,https://pubchem.ncbi.nlm.nih.gov/substance/46504647#section=Top,
Oxybenzone,https://www.drugbank.ca/drugs/DB01428,http://www.genome.jp/dbget-bin/www_bget?dr:D05309,https://pubchem.ncbi.nlm.nih.gov/substance/46508419#section=Top,
Aprindine,https://www.drugbank.ca/drugs/DB01429,http://www.genome.jp/dbget-bin/www_bget?dr:D01326,https://pubchem.ncbi.nlm.nih.gov/substance/46505478#section=Top,
Almitrine,https://www.drugbank.ca/drugs/DB01430,http://www.genome.jp/dbget-bin/www_bget?dr:D02822,https://pubchem.ncbi.nlm.nih.gov/substance/46505517#section=Top,
Allylestrenol,https://www.drugbank.ca/drugs/DB01431,http://www.genome.jp/dbget-bin/www_bget?dr:D01374,https://pubchem.ncbi.nlm.nih.gov/substance/46506946#section=Top,
Methadyl Acetate,https://www.drugbank.ca/drugs/DB01433,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/46505532#section=Top,
Antipyrine,https://www.drugbank.ca/drugs/DB01435,http://www.genome.jp/dbget-bin/www_bget?dr:D01776,https://pubchem.ncbi.nlm.nih.gov/substance/46505216#section=Top,
Alfacalcidol,https://www.drugbank.ca/drugs/DB01436,http://www.genome.jp/dbget-bin/www_bget?dr:D01518,https://pubchem.ncbi.nlm.nih.gov/substance/46505115#section=Top,
Glutethimide,https://www.drugbank.ca/drugs/DB01437,http://www.genome.jp/dbget-bin/www_bget?dr:D00532,https://pubchem.ncbi.nlm.nih.gov/substance/46506283#section=Top,
Phenazopyridine,https://www.drugbank.ca/drugs/DB01438,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/46507962#section=Top,http://www.drugs.com/cdi/phenazopyridine.html
Gamma Hydroxybutyric Acid,https://www.drugbank.ca/drugs/DB01440,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/46507548#section=Top,
Heroin,https://www.drugbank.ca/drugs/DB01452,http://www.genome.jp/dbget-bin/www_bget?dr:D07286,https://pubchem.ncbi.nlm.nih.gov/substance/46506839#section=Top,http://www.drugs.com/heroin.html
Fencamfamine,https://www.drugbank.ca/drugs/DB01463,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/46508161#section=Top,
Ethylmorphine,https://www.drugbank.ca/drugs/DB01466,http://www.genome.jp/dbget-bin/www_bget?dr:D07929,https://pubchem.ncbi.nlm.nih.gov/substance/46505092#section=Top,
Fenethylline,https://www.drugbank.ca/drugs/DB01482,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/46505193#section=Top,
Camazepam,https://www.drugbank.ca/drugs/DB01489,http://www.genome.jp/dbget-bin/www_bget?dr:D07315,https://pubchem.ncbi.nlm.nih.gov/substance/46505921#section=Top,
Difenoxin,https://www.drugbank.ca/drugs/DB01501,http://www.genome.jp/dbget-bin/www_bget?dr:D03809,https://pubchem.ncbi.nlm.nih.gov/substance/46508854#section=Top,http://www.drugs.com/cdi/motofen.html
Delorazepam,https://www.drugbank.ca/drugs/DB01511,http://www.genome.jp/dbget-bin/www_bget?dr:D07784,https://pubchem.ncbi.nlm.nih.gov/substance/46504957#section=Top,http://www.drugs.com/international/delorazepam.html
Flunitrazepam,https://www.drugbank.ca/drugs/DB01544,http://www.genome.jp/dbget-bin/www_bget?dr:D01230,https://pubchem.ncbi.nlm.nih.gov/substance/46504553#section=Top,
Ethyl loflazepate,https://www.drugbank.ca/drugs/DB01545,http://www.genome.jp/dbget-bin/www_bget?dr:D01293,https://pubchem.ncbi.nlm.nih.gov/substance/46507486#section=Top,
Fenproporex,https://www.drugbank.ca/drugs/DB01550,http://www.genome.jp/dbget-bin/www_bget?dr:D07947,https://pubchem.ncbi.nlm.nih.gov/substance/46508336#section=Top,http://www.drugs.com/international/fenproporex.html
Dihydrocodeine,https://www.drugbank.ca/drugs/DB01551,http://www.genome.jp/dbget-bin/www_bget?dr:D01481,https://pubchem.ncbi.nlm.nih.gov/substance/46506478#section=Top,http://www.drugs.com/international/dihydrocodeine.html
Cloxazolam,https://www.drugbank.ca/drugs/DB01553,http://www.genome.jp/dbget-bin/www_bget?dr:D01268,https://pubchem.ncbi.nlm.nih.gov/substance/46505281#section=Top,http://www.drugs.com/international/cloxazolam.html
Bromazepam,https://www.drugbank.ca/drugs/DB01558,http://www.genome.jp/dbget-bin/www_bget?dr:D01245,https://pubchem.ncbi.nlm.nih.gov/substance/46505694#section=Top,http://www.drugs.com/international/bromazepam.html
Clotiazepam,https://www.drugbank.ca/drugs/DB01559,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/46508776#section=Top,
Chloral hydrate,https://www.drugbank.ca/drugs/DB01563,http://www.genome.jp/dbget-bin/www_bget?dr:D00265,https://pubchem.ncbi.nlm.nih.gov/substance/46507155#section=Top,http://www.drugs.com/cdi/chloral-hydrate.html
Fludiazepam,https://www.drugbank.ca/drugs/DB01567,http://www.genome.jp/dbget-bin/www_bget?dr:D01354,https://pubchem.ncbi.nlm.nih.gov/substance/46507563#section=Top,
Kaolin,https://www.drugbank.ca/drugs/DB01575,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/#section=Top,http://www.drugs.com/npc/kaolin-hydrated-aluminum-silicate.html
Dextroamphetamine,https://www.drugbank.ca/drugs/DB01576,http://www.genome.jp/dbget-bin/www_bget?dr:D03740,https://pubchem.ncbi.nlm.nih.gov/substance/46506252#section=Top,http://www.drugs.com/cdi/dextroamphetamine.html
Methamphetamine,https://www.drugbank.ca/drugs/DB01577,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/46508541#section=Top,http://www.drugs.com/methamphetamine.html
Metrizamide,https://www.drugbank.ca/drugs/DB01578,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/#section=Top,
Phendimetrazine,https://www.drugbank.ca/drugs/DB01579,http://www.genome.jp/dbget-bin/www_bget?dr:D08347,https://pubchem.ncbi.nlm.nih.gov/substance/#section=Top,http://www.drugs.com/phendimetrazine.html
Oxprenolol,https://www.drugbank.ca/drugs/DB01580,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/46508996#section=Top,
Sulfamerazine,https://www.drugbank.ca/drugs/DB01581,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/46505036#section=Top,
Sulfamethazine,https://www.drugbank.ca/drugs/DB01582,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/46507146#section=Top,
Liotrix,https://www.drugbank.ca/drugs/DB01583,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/46506203#section=Top,http://www.drugs.com/cdi/liotrix.html
Ursodeoxycholic acid,https://www.drugbank.ca/drugs/DB01586,http://www.genome.jp/dbget-bin/www_bget?dr:D00734,https://pubchem.ncbi.nlm.nih.gov/substance/46508795#section=Top,
Ketazolam,https://www.drugbank.ca/drugs/DB01587,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/46507008#section=Top,
Prazepam,https://www.drugbank.ca/drugs/DB01588,http://www.genome.jp/dbget-bin/www_bget?dr:D00470,https://pubchem.ncbi.nlm.nih.gov/substance/46505417#section=Top,
Quazepam,https://www.drugbank.ca/drugs/DB01589,http://www.genome.jp/dbget-bin/www_bget?dr:D00457,https://pubchem.ncbi.nlm.nih.gov/substance/46505952#section=Top,http://www.drugs.com/cdi/quazepam.html
Everolimus,https://www.drugbank.ca/drugs/DB01590,http://www.genome.jp/dbget-bin/www_bget?dr:D02714,https://pubchem.ncbi.nlm.nih.gov/substance/#section=Top,http://www.drugs.com/cdi/everolimus.html
Solifenacin,https://www.drugbank.ca/drugs/DB01591,http://www.genome.jp/dbget-bin/www_bget?dr:D08522,https://pubchem.ncbi.nlm.nih.gov/substance/#section=Top,http://www.drugs.com/cdi/solifenacin.html
Cinolazepam,https://www.drugbank.ca/drugs/DB01594,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/46508803#section=Top,
Nitrazepam,https://www.drugbank.ca/drugs/DB01595,http://www.genome.jp/dbget-bin/www_bget?dr:D00531,https://pubchem.ncbi.nlm.nih.gov/substance/46505806#section=Top,
Cilastatin,https://www.drugbank.ca/drugs/DB01597,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/46505611#section=Top,
Imipenem,https://www.drugbank.ca/drugs/DB01598,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/46505744#section=Top,
Probucol,https://www.drugbank.ca/drugs/DB01599,http://www.genome.jp/dbget-bin/www_bget?dr:D00476,https://pubchem.ncbi.nlm.nih.gov/substance/46508876#section=Top,http://www.drugs.com/cons/probucol.html
Tiaprofenic acid,https://www.drugbank.ca/drugs/DB01600,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/46504590#section=Top,
Lopinavir,https://www.drugbank.ca/drugs/DB01601,http://www.genome.jp/dbget-bin/www_bget?dr:D01425,https://pubchem.ncbi.nlm.nih.gov/substance/46508588#section=Top,
Bacampicillin,https://www.drugbank.ca/drugs/DB01602,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/46507859#section=Top,http://www.drugs.com/mtm/bacampicillin.html
Meticillin,https://www.drugbank.ca/drugs/DB01603,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/46508973#section=Top,
Pivampicillin,https://www.drugbank.ca/drugs/DB01604,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/46505340#section=Top,
Pivmecillinam,https://www.drugbank.ca/drugs/DB01605,http://www.genome.jp/dbget-bin/www_bget?dr:D02889,https://pubchem.ncbi.nlm.nih.gov/substance/#section=Top,
Tazobactam,https://www.drugbank.ca/drugs/DB01606,http://www.genome.jp/dbget-bin/www_bget?dr:D00660,https://pubchem.ncbi.nlm.nih.gov/substance/46508088#section=Top,
Ticarcillin,https://www.drugbank.ca/drugs/DB01607,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/46505959#section=Top,http://www.drugs.com/cdi/ticarcillin.html
Propericiazine,https://www.drugbank.ca/drugs/DB01608,http://www.genome.jp/dbget-bin/www_bget?dr:D01485,https://pubchem.ncbi.nlm.nih.gov/substance/46505085#section=Top,
Deferasirox,https://www.drugbank.ca/drugs/DB01609,http://www.genome.jp/dbget-bin/www_bget?dr:D03669,https://pubchem.ncbi.nlm.nih.gov/substance/46506791#section=Top,http://www.drugs.com/cdi/deferasirox.html
Valganciclovir,https://www.drugbank.ca/drugs/DB01610,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/46505524#section=Top,http://www.drugs.com/cdi/valganciclovir.html
Hydroxychloroquine,https://www.drugbank.ca/drugs/DB01611,http://www.genome.jp/dbget-bin/www_bget?dr:D08050,https://pubchem.ncbi.nlm.nih.gov/substance/46508459#section=Top,http://www.drugs.com/cdi/hydroxychloroquine.html
Amyl Nitrite,https://www.drugbank.ca/drugs/DB01612,http://www.genome.jp/dbget-bin/www_bget?dr:D00517,https://pubchem.ncbi.nlm.nih.gov/substance/46507839#section=Top,http://www.drugs.com/cons/amyl-nitrite-inhalation-oral-nebulization.html
Erythrityl Tetranitrate,https://www.drugbank.ca/drugs/DB01613,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/46508990#section=Top,
Acepromazine,https://www.drugbank.ca/drugs/DB01614,http://www.genome.jp/dbget-bin/www_bget?dr:D02604,https://pubchem.ncbi.nlm.nih.gov/substance/46508205#section=Top,
Aceprometazine,https://www.drugbank.ca/drugs/DB01615,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/46506646#section=Top,
Alverine,https://www.drugbank.ca/drugs/DB01616,http://www.genome.jp/dbget-bin/www_bget?dr:D07440,https://pubchem.ncbi.nlm.nih.gov/substance/46506981#section=Top,
Molindone,https://www.drugbank.ca/drugs/DB01618,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/46504744#section=Top,http://www.drugs.com/cdi/molindone.html
Phenindamine,https://www.drugbank.ca/drugs/DB01619,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/46508187#section=Top,http://www.drugs.com/mtm/phenindamine.html
Pheniramine,https://www.drugbank.ca/drugs/DB01620,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/46505932#section=Top,
Pipotiazine,https://www.drugbank.ca/drugs/DB01621,http://www.genome.jp/dbget-bin/www_bget?dr:D08385,https://pubchem.ncbi.nlm.nih.gov/substance/46508263#section=Top,
Thioproperazine,https://www.drugbank.ca/drugs/DB01622,http://www.genome.jp/dbget-bin/www_bget?dr:D08585,https://pubchem.ncbi.nlm.nih.gov/substance/46507111#section=Top,
